Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
pronix-smart-laptop-3,,,,,,,,,s,,,purple,,,slag,,'1113,1000.0,shopify,7,deny,manual,67.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/ele_7.jpg?v=1725979724,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,purple,,,fiber,,'1114,1000.0,shopify,9,deny,manual,64.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/ele_9.jpg?v=1725979724,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,violet,,,metal,,'1115,1000.0,shopify,10,deny,manual,65.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,violet,,,resin,,'1116,1000.0,shopify,5,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,violet,,,leather,,'1117,1000.0,shopify,0,deny,manual,61.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,violet,,,slag,,'1118,1000.0,shopify,2,deny,manual,62.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,violet,,,fiber,,'1119,1000.0,shopify,5,deny,manual,60.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,black,,,metal,,'1120,1000.0,shopify,6,deny,manual,59.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,black,,,resin,,'1121,1000.0,shopify,8,deny,manual,58.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,black,,,leather,,'1122,1000.0,shopify,12,deny,manual,57.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,black,,,slag,,'1123,1000.0,shopify,10,deny,manual,40.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,black,,,fiber,,'1124,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,pink,,,metal,,'1125,1000.0,shopify,15,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,pink,,,resin,,'1126,1000.0,shopify,13,deny,manual,43.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,pink,,,leather,,'1127,1000.0,shopify,9,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,pink,,,slag,,'1128,1000.0,shopify,7,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,pink,,,fiber,,'1129,1000.0,shopify,7,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,orange,,,metal,,'1130,1000.0,shopify,0,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,orange,,,resin,,'1131,1000.0,shopify,12,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,orange,,,leather,,'1132,1000.0,shopify,1,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,orange,,,slag,,'1133,1000.0,shopify,1,deny,manual,47.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,s,,,orange,,,fiber,,'1134,1000.0,shopify,1,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,purple,,,metal,,'1135,1000.0,shopify,5,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,purple,,,resin,,'1136,1000.0,shopify,6,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,purple,,,leather,,'1137,1000.0,shopify,7,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,purple,,,slag,,'1138,1000.0,shopify,8,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,purple,,,fiber,,'1139,1000.0,shopify,10,deny,manual,57.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,violet,,,metal,,'1140,1000.0,shopify,14,deny,manual,60.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,violet,,,resin,,'1141,1000.0,shopify,15,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,violet,,,leather,,'1142,1000.0,shopify,13,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,violet,,,slag,,'1143,1000.0,shopify,14,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,violet,,,fiber,,'1144,1000.0,shopify,13,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,black,,,metal,,'1145,1000.0,shopify,8,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,black,,,resin,,'1146,1000.0,shopify,7,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,black,,,leather,,'1147,1000.0,shopify,5,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,black,,,slag,,'1148,1000.0,shopify,14,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,black,,,fiber,,'1149,1000.0,shopify,11,deny,manual,54.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,pink,,,metal,,'1150,1000.0,shopify,0,deny,manual,54.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,pink,,,resin,,'1151,1000.0,shopify,11,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,pink,,,leather,,'1152,1000.0,shopify,11,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,pink,,,slag,,'1153,1000.0,shopify,11,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,pink,,,fiber,,'1154,1000.0,shopify,9,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,orange,,,metal,,'1155,1000.0,shopify,9,deny,manual,48.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,orange,,,resin,,'1156,1000.0,shopify,9,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,orange,,,leather,,'1157,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,orange,,,slag,,'1158,1000.0,shopify,9,deny,manual,40.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,m,,,orange,,,fiber,,'1159,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,purple,,,metal,,'1160,1000.0,shopify,2,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,purple,,,resin,,'1161,1000.0,shopify,3,deny,manual,43.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,purple,,,leather,,'1162,1000.0,shopify,4,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,purple,,,slag,,'1163,1000.0,shopify,5,deny,manual,45.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,purple,,,fiber,,'1164,1000.0,shopify,6,deny,manual,46.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,violet,,,metal,,'1165,1000.0,shopify,7,deny,manual,47.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,violet,,,resin,,'1166,1000.0,shopify,8,deny,manual,48.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,violet,,,leather,,'1167,1000.0,shopify,0,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,violet,,,slag,,'1168,1000.0,shopify,14,deny,manual,50.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,violet,,,fiber,,'1169,1000.0,shopify,12,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,black,,,metal,,'1170,1000.0,shopify,11,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,black,,,resin,,'1171,1000.0,shopify,11,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,black,,,leather,,'1172,1000.0,shopify,12,deny,manual,54.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,black,,,slag,,'1173,1000.0,shopify,7,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,black,,,fiber,,'1174,1000.0,shopify,8,deny,manual,45.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,pink,,,metal,,'1175,1000.0,shopify,5,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,pink,,,resin,,'1176,1000.0,shopify,6,deny,manual,64.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,pink,,,leather,,'1177,1000.0,shopify,1,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,pink,,,slag,,'1178,1000.0,shopify,1,deny,manual,67.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,pink,,,fiber,,'1179,1000.0,shopify,1,deny,manual,68.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,orange,,,metal,,'1180,1000.0,shopify,1,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,orange,,,resin,,'1181,1000.0,shopify,1,deny,manual,60.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,orange,,,leather,,'1182,1000.0,shopify,1,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,orange,,,slag,,'1183,1000.0,shopify,1,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,l,,,orange,,,fiber,,'1184,1000.0,shopify,3,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,purple,,,metal,,'1185,1000.0,shopify,3,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,purple,,,resin,,'1186,1000.0,shopify,3,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,purple,,,leather,,'1187,1000.0,shopify,3,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,purple,,,slag,,'1188,1000.0,shopify,3,deny,manual,45.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,purple,,,fiber,,'1189,1000.0,shopify,4,deny,manual,40.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,violet,,,metal,,'1190,1000.0,shopify,4,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,violet,,,resin,,'1191,1000.0,shopify,5,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,violet,,,leather,,'1192,1000.0,shopify,6,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,violet,,,slag,,'1193,1000.0,shopify,7,deny,manual,57.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,violet,,,fiber,,'1194,1000.0,shopify,8,deny,manual,58.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,black,,,metal,,'1195,1000.0,shopify,8,deny,manual,59.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,black,,,resin,,'1196,1000.0,shopify,8,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,black,,,leather,,'1197,1000.0,shopify,8,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,black,,,slag,,'1198,1000.0,shopify,8,deny,manual,50.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,black,,,fiber,,'1199,1000.0,shopify,8,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,pink,,,metal,,'1200,1000.0,shopify,8,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,pink,,,resin,,'1201,1000.0,shopify,8,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,pink,,,leather,,'1202,1000.0,shopify,9,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,pink,,,slag,,'1203,1000.0,shopify,9,deny,manual,67.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,pink,,,fiber,,'1204,1000.0,shopify,9,deny,manual,68.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,orange,,,metal,,'1205,1000.0,shopify,9,deny,manual,69.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,orange,,,resin,,'1206,1000.0,shopify,9,deny,manual,62.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,orange,,,leather,,'1207,1000.0,shopify,9,deny,manual,63.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,orange,,,slag,,'1208,1000.0,shopify,9,deny,manual,64.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pronix-smart-laptop-3,,,,,,,,,xl,,,orange,,,fiber,,'1209,1000.0,shopify,9,deny,manual,61.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,Office Chair,"<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[new_products]300[/new_products] [short_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English.</p>
[/short_description] [product_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[/product_description]",Vendor 2,Uncategorized,Type 2,"gold, gray, l, m, magenta, maroon, navy, xl, xxl",true,Size,m,,Color,gold,,,,,'1110,0.0,shopify,12,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/6_f4d051ef-87ff-49f6-b33d-ada43d8e3e99.jpg?v=1725792944,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
office-chair,,,,,,,,,m,,,gray,,,,,'1111,0.0,shopify,6,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/5_159f51c0-f995-4dc5-ba2a-172e4d2c36e2.jpg?v=1725792944,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,m,,,magenta,,,,,'1112,0.0,shopify,8,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/4_0018dec2-0ecd-433e-ae5d-36824f19af96.jpg?v=1725792944,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,m,,,maroon,,,,,'1113,0.0,shopify,3,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/3_111c542b-4928-4cb1-a452-cf084f27b0d3.jpg?v=1725792944,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,m,,,navy,,,,,'1114,0.0,shopify,10,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0701/8899/0684/files/3_1_9a754fae-357e-4db8-a4ef-6cd486db1d2b.jpg?v=1725792944,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,l,,,gold,,,,,'1115,0.0,shopify,12,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,l,,,gray,,,,,'1116,0.0,shopify,15,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,l,,,magenta,,,,,'1117,0.0,shopify,14,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,l,,,maroon,,,,,'1118,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,l,,,navy,,,,,'1119,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xl,,,gold,,,,,'1120,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xl,,,gray,,,,,'1121,0.0,shopify,15,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xl,,,magenta,,,,,'1122,0.0,shopify,11,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xl,,,maroon,,,,,'1123,0.0,shopify,13,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xl,,,navy,,,,,'1124,0.0,shopify,14,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xxl,,,gold,,,,,'1125,0.0,shopify,9,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xxl,,,gray,,,,,'1126,0.0,shopify,7,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xxl,,,magenta,,,,,'1127,0.0,shopify,8,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xxl,,,maroon,,,,,'1128,0.0,shopify,5,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
office-chair,,,,,,,,,xxl,,,navy,,,,,'1129,0.0,shopify,6,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
